"id","cap-Shape","cap-Surface","cap-Color","bruises?","odor","gill-Attachment","gill-Spacing","gill-Size","gill-Color","stalk-Shape","stalk-Root","stalk-Surface-Above-Ring","stalk-Surface-Below-Ring","stalk-Color-Above-Ring","stalk-Color-Below-Ring","veil-Type","veil-Color","ring-Number","ring-Type","spore-Print-Color","population","habitat","edibility"
3954,"convex","smooth","pink","False","creosote","free","crowded","narrow","brown","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","woods","poisonous"
3955,"convex","fibrous","gray","False","creosote","free","close","narrow","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","woods","poisonous"
3956,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","paths","poisonous"
3957,"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","paths","poisonous"
3958,"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","woods","poisonous"
3959,"flat","scaly","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","edible"
3960,"convex","smooth","gray","True","foul","free","close","broad","white","tapering","bulbous","fibrous","smooth","white","white","partial","white","one","pendant","chocolate","several","urban","poisonous"
3961,"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","solitary","woods","poisonous"
3962,"flat","fibrous","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","several","woods","edible"
3963,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","solitary","woods","poisonous"
3964,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
3965,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","paths","poisonous"
3966,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","grasses","poisonous"
3967,"flat","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","grasses","poisonous"
3968,"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
3969,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","solitary","paths","poisonous"
3970,"convex","smooth","white","False","creosote","free","close","narrow","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","poisonous"
3971,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","paths","poisonous"
3972,"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
3973,"flat","scaly","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","brown","several","woods","edible"
3974,"flat","fibrous","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","black","several","woods","edible"
3975,"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
3976,"convex","smooth","pink","False","creosote","free","close","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","woods","poisonous"
3977,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
3978,"convex","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
3979,"convex","smooth","white","False","creosote","free","close","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","poisonous"
3980,"flat","fibrous","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","several","woods","edible"
3981,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
3982,"convex","fibrous","pink","False","creosote","free","crowded","narrow","pink","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","poisonous"
3983,"flat","smooth","white","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","smooth","white","white","partial","white","one","pendant","chocolate","several","grasses","poisonous"
3984,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","several","paths","poisonous"
3985,"convex","scaly","buff","True","none","free","close","broad","red","enlarging","NA","smooth","smooth","red","white","partial","white","two","evanescent","white","clustered","waste","edible"
3986,"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","solitary","grasses","poisonous"
3987,"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","solitary","grasses","poisonous"
3988,"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","grasses","poisonous"
3989,"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","grasses","poisonous"
3990,"flat","fibrous","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","brown","solitary","woods","edible"
3991,"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","several","woods","poisonous"
3992,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","several","woods","poisonous"
3993,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","solitary","grasses","poisonous"
3994,"convex","fibrous","gray","False","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","woods","poisonous"
3995,"convex","fibrous","gray","False","creosote","free","close","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","poisonous"
3996,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
3997,"convex","smooth","gray","True","foul","free","close","broad","chocolate","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","chocolate","scattered","grasses","poisonous"
3998,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
3999,"flat","scaly","gray","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","black","solitary","woods","edible"
4000,"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4001,"flat","fibrous","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","several","woods","edible"
4002,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
4003,"flat","scaly","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","black","several","woods","edible"
4004,"flat","fibrous","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","pink","partial","white","one","pendant","black","solitary","woods","edible"
4005,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","solitary","paths","poisonous"
4006,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4007,"flat","fibrous","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
4008,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4009,"flat","fibrous","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","solitary","woods","edible"
4010,"flat","scaly","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","black","solitary","woods","edible"
4011,"flat","scaly","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
4012,"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","solitary","paths","poisonous"
4013,"convex","fibrous","red","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","pink","partial","white","one","pendant","black","several","woods","edible"
4014,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4015,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","paths","poisonous"
4016,"flat","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4017,"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4018,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4019,"convex","fibrous","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
4020,"convex","scaly","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","brown","several","woods","edible"
4021,"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4022,"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4023,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
4024,"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths","poisonous"
4025,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","solitary","paths","poisonous"
4026,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4027,"convex","smooth","gray","False","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","poisonous"
4028,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
4029,"flat","smooth","buff","True","foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white","one","pendant","chocolate","scattered","grasses","poisonous"
4030,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","woods","poisonous"
4031,"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4032,"convex","smooth","white","False","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","woods","poisonous"
4033,"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4034,"flat","fibrous","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","black","several","woods","edible"
4035,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4036,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","woods","poisonous"
4037,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4038,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
4039,"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","woods","poisonous"
4040,"flat","fibrous","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","black","several","woods","edible"
4041,"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4042,"flat","scaly","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","solitary","woods","edible"
4043,"flat","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","woods","poisonous"
4044,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","paths","poisonous"
4045,"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4046,"convex","smooth","white","False","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","poisonous"
4047,"convex","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","solitary","woods","poisonous"
4048,"flat","scaly","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","white","partial","white","one","pendant","black","several","woods","edible"
4049,"convex","fibrous","white","False","creosote","free","close","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","scattered","woods","poisonous"
4050,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4051,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","woods","poisonous"
4052,"convex","fibrous","pink","False","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","several","woods","poisonous"
4053,"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4054,"flat","fibrous","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","paths","poisonous"
4055,"flat","scaly","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","several","woods","edible"
4056,"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4057,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4058,"convex","fibrous","gray","False","creosote","free","close","narrow","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","scattered","woods","poisonous"
4059,"convex","smooth","pink","False","creosote","free","crowded","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","poisonous"
4060,"convex","fibrous","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","several","woods","edible"
4061,"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
4062,"flat","fibrous","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","solitary","woods","edible"
4063,"flat","scaly","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","solitary","woods","edible"
4064,"flat","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4065,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4066,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","woods","poisonous"
4067,"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","woods","poisonous"
4068,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","solitary","paths","poisonous"
4069,"flat","scaly","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","brown","solitary","woods","edible"
4070,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4071,"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","several","paths","poisonous"
4072,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","paths","poisonous"
4073,"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","paths","poisonous"
4074,"flat","fibrous","red","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","brown","several","woods","edible"
4075,"flat","scaly","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
4076,"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4077,"flat","scaly","purple","False","none","free","close","narrow","chocolate","enlarging","NA","smooth","fibrous","white","white","partial","white","one","flaring","chocolate","solitary","woods","edible"
4078,"flat","scaly","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","brown","solitary","woods","edible"
4079,"flat","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4080,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
4081,"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4082,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","solitary","paths","poisonous"
4083,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4084,"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","woods","poisonous"
4085,"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4086,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","paths","poisonous"
4087,"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
4088,"convex","fibrous","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","brown","several","woods","edible"
4089,"flat","scaly","gray","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4090,"flat","scaly","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
4091,"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4092,"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","woods","poisonous"
4093,"flat","scaly","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","white","partial","white","one","pendant","brown","solitary","woods","edible"
4094,"flat","fibrous","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","gray","partial","white","one","pendant","black","solitary","woods","edible"
4095,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4096,"convex","fibrous","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","several","woods","edible"
4097,"flat","fibrous","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","brown","solitary","woods","edible"
4098,"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4099,"convex","fibrous","white","False","creosote","free","close","narrow","purple","enlarging","bulbous","smooth","smooth","white","white","partial","white","one","pendant","black","several","woods","poisonous"
4100,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","solitary","woods","poisonous"
4101,"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","NA","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","woods","poisonous"
4102,"convex","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4103,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","woods","poisonous"
4104,"flat","scaly","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","brown","solitary","woods","edible"
4105,"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","NA","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves","poisonous"
4106,"flat","scaly","red","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","brown","several","woods","edible"
4107,"bell","smooth","buff","True","none","free","close","broad","gray","enlarging","bulbous","smooth","smooth","white","white","partial","white","two","pendant","green","several","meadows","poisonous"
4108,"flat","fibrous","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","woods","edible"
4109,"flat","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
4110,"flat","scaly","gray","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","gray","partial","white","one","pendant","black","solitary","woods","edible"
4111,"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","solitary","paths","poisonous"
4112,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","solitary","grasses","poisonous"
4113,"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4114,"flat","fibrous","red","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","pink","white","partial","white","one","pendant","brown","several","woods","edible"
4115,"convex","fibrous","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","solitary","paths","poisonous"
4116,"flat","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
4117,"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white","one","large","chocolate","several","woods","poisonous"
4118,"convex","fibrous","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","solitary","paths","poisonous"
4119,"flat","fibrous","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","brown","partial","white","one","large","chocolate","several","grasses","poisonous"
4120,"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
4121,"convex","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","brown","buff","partial","white","one","large","chocolate","several","paths","poisonous"
4122,"flat","scaly","red","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","several","woods","edible"
4123,"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","woods","poisonous"
4124,"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white","one","large","chocolate","several","grasses","poisonous"
4125,"flat","fibrous","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","white","pink","partial","white","one","pendant","black","several","woods","edible"
4126,"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4127,"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","several","paths","poisonous"
4128,"flat","scaly","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","pink","partial","white","one","pendant","black","solitary","woods","edible"
4129,"flat","scaly","gray","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white","one","large","chocolate","solitary","paths","poisonous"
4130,"flat","fibrous","red","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","gray","partial","white","one","pendant","black","solitary","woods","edible"
4131,"convex","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","buff","buff","partial","white","one","large","chocolate","several","grasses","poisonous"
